5.896196251103761471e-02,7.537759540949420800e-02,5.205496562153855145e-02,9.667834822257034832e-02,7.523316782647695988e-02,4.773692391961827791e-02,7.278873689822547982e-03,7.636475948623806451e-03,1.797500016970117465e-02,7.007527968381666028e-02,6.798963956429597728e-03,5.469297323147266632e-02,1.636254509318260386e-01,1.859857852020899427e-01,8.159103872537044888e-02,2.854665362564279968e-02,2.943794551175418772e-02,0.000000000000000000e+00,9.128322778871007792e-02,2.222539233931593305e-02,1.796380050352298571e-02,3.972620658186379328e-02,1.196422611307381978e-01,7.770658913669410695e-02,6.983282459713682777e-02,6.136370686760904414e-02,2.470188909356128837e-02,1.551515471562661952e-01,1.224254105910156376e-01,5.869073200501095933e-02,6.666932551098553490e-03,3.103509502233796694e-02,1.967780323875863158e-02,1.267969518255539219e-02,4.485490985256997132e-02,1.476581640888966485e-01,1.320762267431236647e-01,1.275877708660424215e-01,2.027016424006439221e-01,1.282170813255788522e-01,3.069963550559250409e-01,1.178013986040754718e-01,1.175397310911661247e-01,1.087688831858407701e-01,7.963028847528837162e-02,1.141355330150729958e-01,1.117303720039672654e-01,1.565239049107020053e-02,0.000000000000000000e+00,8.964483730162370323e-03,6.893228818104712996e-02,1.456314373753572478e-01,2.265947306600458455e-01,2.360431316409951907e-01,2.951233622629165568e-02,1.148372733661052504e-02,7.180506113022220617e-03,1.289257755467252027e-02,6.326212478243883885e-02,9.479146322284635884e-02,1.226320658713966477e-01,1.595848998113507944e-01,4.785214388331433116e-02,0.000000000000000000e+00,1.892643950645753539e-02,0.000000000000000000e+00,1.619840919133366808e-01,3.536059285623728843e-01,2.023186677286099022e-01,1.954998441833575851e-01,1.935301860643299024e-02,0.000000000000000000e+00,8.372841773129773013e-02,8.551308516234434887e-02,2.537738671709658944e-01,1.498082816203845646e-01,5.398534358710531389e-02,1.280454979357503568e-02,4.099145153422821541e-02,0.000000000000000000e+00,1.561022938356951967e-02
1.450257831398373831e-01,8.010009315663096929e-02,9.406701385865147425e-02,6.973569747155015930e-02,1.235030296878590617e-01,7.445483939184671662e-02,1.742614977383002625e-02,0.000000000000000000e+00,1.364560443087235730e-01,4.389489505696994587e-02,5.481897441673463239e-02,1.203343325202205633e-01,2.023404664261070907e-01,7.831564045736447155e-02,4.870677743267778220e-02,9.854576450555594877e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.307141784413106245e-02,4.030584665247412095e-03,0.000000000000000000e+00,1.370944686686231817e-02,2.296959577952034995e-02,1.662167502895193494e-01,2.005067624069385157e-01,6.221065596468450948e-02,3.065760121253256060e-02,1.901445670786664488e-01,1.027557369841973767e-01,3.496942958307310001e-02,9.781032962281310458e-03,2.042869937406432967e-02,0.000000000000000000e+00,9.012661488557791381e-03,2.260428383238930611e-02,9.554546110289723060e-02,1.940339544463909605e-01,1.912649337567515206e-01,2.150452716307934831e-01,1.721272203949825164e-01,1.604951991523923815e-01,1.227958808503001042e-01,3.017410030827426953e-02,9.782178523044855745e-02,1.576679240162418283e-01,1.993109601629275140e-01,1.137417334677443825e-01,2.931848239504626641e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.930477308154206290e-02,1.200734343797787845e-01,1.832562033984835026e-01,2.759795143629638070e-01,1.362826401479272538e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.850676839737604093e-03,3.907794269244865143e-02,4.178557801120121734e-02,1.694315632686074768e-01,1.283894629026926804e-01,1.326327868312547620e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.085198191848064098e-01,1.689765844894823565e-01,1.808991628486652514e-01,1.569428514388450935e-01,1.204569565715404161e-01,1.754951186149613512e-02,3.282259186963884523e-02,1.951283752504397451e-01,2.845190441287244743e-01,1.042179932695922184e-01,1.689835522860433370e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.953898425768737956e-02,4.211827111302076515e-02,8.955390222401057865e-02,9.187819679055217459e-02,9.221920723729955249e-02,4.759088382967952002e-02,4.748965117819263504e-02,1.226488523888610849e-02,5.540572918127201207e-02,3.576719834284837474e-02,1.890772415368163067e-02,1.026059757797922051e-01,1.493583929332705507e-01,1.891050446070876301e-01,4.753712576869212336e-02,2.211083610810656366e-03,1.688159382997032887e-02,1.388371403433434625e-02,6.500389176609637498e-02,0.000000000000000000e+00,1.825306068595784759e-02,6.443580614685444352e-02,8.395975137416908374e-02,1.986803799003926396e-01,1.932526591415384132e-01,5.683140325175909530e-02,2.060956798095011505e-02,5.405462395116936158e-02,9.100391012175575167e-02,2.250020015281278818e-02,6.361932927801974835e-02,3.682247282297691077e-02,4.928257842511189757e-02,3.412677742803923303e-02,7.917962576357505389e-02,9.549951569712214483e-02,1.281048043174279061e-01,1.434844288027143366e-01,2.609469430160512027e-01,2.092964038813867889e-01,1.606998840526967509e-01,5.962583522111344209e-02,9.810434406147090780e-02,1.401998627418910015e-01,1.321753609524476680e-01,2.226699122766772343e-01,1.361696457066826904e-01,1.009030195957787424e-01,7.448513407728495073e-02,0.000000000000000000e+00,1.380503169636765892e-01,1.401104905503347542e-01,2.576102751478165920e-01,1.415938761684527869e-01,6.292348755666105076e-02,2.988506289344842332e-02,4.755223323422113485e-02,7.925201433795250883e-02,1.292469642694073217e-01,1.294706146463716068e-01,3.693653676099625111e-02,9.306268946105324125e-02,9.157531760551473887e-02,1.226488523888610849e-02,3.054579812128068242e-02,1.276092616690832626e-02,1.009992039489361754e-01,2.769408691455084726e-01,2.129625445655250471e-01,1.043332143255571443e-01,4.803970983407647444e-02,9.657310487957750100e-02,5.660129161437500722e-02,8.895110078122413222e-02,9.995128201822815750e-02,2.505094388414134676e-01,1.094493535500757203e-01,6.699585952045913895e-02,3.538961697497758352e-02,6.604842750040407912e-03,2.937933475347891121e-02
9.587145363221978578e-02,7.109065908696163283e-02,8.395519292199106476e-02,6.812810837140909070e-02,4.257009452909669284e-02,1.985527370836475194e-02,1.441845169435976119e-02,1.465970189090705193e-02,1.597538453258685875e-02,6.230561433224510864e-02,2.170578587154422742e-02,1.390781615213852462e-01,2.307270900406752090e-01,1.440875395247653845e-01,4.831310104578203507e-02,1.230870323086397274e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.214850489014051821e-02,3.317826498916319998e-03,1.374219362586273294e-02,0.000000000000000000e+00,1.217875556502101136e-01,2.455691934380362373e-01,1.331181180319772062e-01,2.885410461688087472e-02,1.599787612421913613e-02,2.536951011668081568e-01,1.037711285139618078e-01,4.595429325078669025e-02,1.048022512966566983e-02,3.363228203891623774e-02,6.429700978028103815e-03,3.240257440715971216e-02,2.149866550024918596e-02,3.824271305373456997e-02,1.726838785397342146e-01,1.881594067400078618e-01,1.081185695986045525e-01,1.190141222217016848e-01,6.579018279570625349e-02,5.692866927084828249e-02,2.553315441681563991e-02,5.937295681171159134e-02,1.091222594694352260e-01,9.934340371091147925e-02,1.792854748227227721e-02,1.680158874647265030e-02,0.000000000000000000e+00,1.447897579200021351e-02,5.814696601877022974e-02,1.268563653402286773e-01,1.993722906087904145e-01,3.306559883142655698e-01,8.491467316484359318e-02,2.859375986844074971e-02,6.037269306034065766e-03,7.214051134118857483e-03,6.589951445847844202e-02,9.194800386021624583e-02,1.074270489069627105e-01,1.072836808115887053e-01,6.068164632493027594e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.298785791337377982e-01,1.818002992853849364e-01,2.927969700029091626e-01,9.941703862729639463e-02,2.867332097300760718e-02,3.455837865435985867e-02,1.242374014688142625e-01,3.249348186972993990e-01,2.170418932890189612e-01,3.253015442781020949e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.488046452991580837e-02,1.088283188571002036e-01,1.135595861881407570e-01,3.051037296729501233e-02,9.088154815150659149e-02,0.000000000000000000e+00,1.003015915001331110e-02,4.365083778075964926e-02,4.226360057345380367e-02,5.037791825788531103e-02,4.352267229199018733e-02,7.558387480166112171e-02,1.492559807129977545e-01,1.416941857448030806e-01,1.205710687266428327e-01,2.217073724942166674e-02,4.980392085120482863e-03,0.000000000000000000e+00,4.549348740856791473e-02,5.213712956864855266e-03,3.295311316823584108e-02,2.941200286702035094e-02,4.399686992449032552e-02,7.032834262299962613e-02,2.436547129250598853e-01,3.688990256255145206e-02,6.069967624231370484e-02,8.768796427224886947e-02,1.711858300835220892e-01,6.091461660241352660e-02,1.567729562288929651e-02,3.673871140258924001e-02,8.346013083878254385e-03,5.446146045004814085e-02,6.232668284347488152e-02,8.289589404858691002e-02,1.562979091703768364e-01,2.129366930985353568e-01,1.782595119532268402e-01,1.574945947729321505e-01,1.015815319703975428e-01,1.582994948555654091e-01,4.458431694702878062e-02,7.412837665236830798e-02,1.246940314015584500e-01,2.897187922535451876e-01,7.915622263343342901e-02,1.329910846372163273e-02,6.085767726398792418e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.263664652974373692e-01,1.962379738095533510e-01,1.490674437154998477e-01,6.244390363368222674e-02,2.595810326828478995e-02,1.681690291024938444e-02,2.047756214051710960e-02,4.261893193079414194e-02,4.542489292233382187e-02,1.244211032622829088e-01,1.116607854981442327e-01,1.135288467503263038e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.395429736941341786e-02,1.196767965748083418e-01,2.456922502328311997e-01,1.761385263220830721e-01,2.569535400997997598e-01,8.318901273295470356e-02,7.210208756842397849e-03,8.294746443644807066e-02,2.278861640434155789e-01,2.641994731132298324e-01,9.680919867165176107e-02,3.172228597654545845e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.417212669782640266e-03,0.000000000000000000e+00
1.662116025256644425e-01,1.223584668962177796e-01,3.765389673375355711e-02,7.447581899418528883e-02,2.612216316842394526e-02,1.300908476835328613e-02,0.000000000000000000e+00,3.544611275853017801e-02,2.810249483464903955e-02,5.997232012782364313e-02,6.311959493860883064e-02,7.473012497416073319e-02,1.912662618393193015e-01,1.009147271112462163e-01,1.168856561292769963e-01,2.411484226011319579e-02,8.674051881680484161e-03,1.405914761184288118e-02,9.997811716174018204e-02,7.450121209829813768e-03,8.476275346929780172e-03,4.328677885046629953e-02,4.415900099662600775e-02,1.063535773155061120e-01,1.403518796037263316e-01,9.942544459152469205e-02,7.487188998768716519e-02,1.891945658374536432e-01,1.767555268650411182e-01,1.572630578082071309e-02,8.953931550721893479e-03,1.166128446929904153e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.706795621973295096e-02,1.169641602742965691e-01,2.481825380391883829e-01,2.697139753849751020e-01,9.080210530719458328e-02,7.881140846380747800e-02,6.005704783404309383e-02,1.359984201673641313e-01,1.145970633001894418e-01,1.001061047613646393e-01,1.631603883184504500e-01,1.785060549108547501e-01,3.879887524043701408e-02,2.597159662433743202e-02,8.458066452418495224e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.218835767879130449e-02,3.351348983636768253e-01,2.178325559592106941e-01,4.474318113977784894e-02,1.517259418515642597e-02,4.110094892162669683e-02,2.137258825428989609e-02,3.393835867527462968e-02,4.217411287017595184e-02,1.337253756497834289e-01,2.066080816015197219e-01,1.369346657695160729e-01,1.445511692701337454e-02,0.000000000000000000e+00,5.716734541962893018e-02,7.960088139461249379e-02,1.645737849101854278e-01,1.823830327399821316e-01,1.440645876153151816e-01,1.625279321508788510e-01,3.008334124742674184e-02,1.542274554614570803e-01,1.930364646422549624e-01,1.706119526191813562e-01,6.850710605871614123e-02,1.667439055368268377e-02,1.132592709027311143e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.462455997191782472e-02
1.111557348094143610e-01,1.565537931035843391e-02,9.940845760022613831e-02,1.097687469380668468e-01,1.326582798066548996e-01,1.290975648774315282e-02,1.845254573029115816e-02,7.001298423794220620e-03,0.000000000000000000e+00,7.068269506869441499e-02,1.638667992643004501e-02,4.272785772664593890e-02,6.258161914798256176e-02,1.157214125291027851e-01,3.118017609285104741e-01,7.390242964471334386e-02,1.917079979880058696e-02,3.896023742883319291e-02,6.921012528524164709e-02,2.825940728090834894e-02,9.558759764196875924e-03,2.620310990078802624e-02,5.667796739250110377e-02,1.478136310412619392e-01,1.183712651167431601e-01,5.065877790573839606e-02,5.670619848269425195e-03,7.740508188327543948e-02,1.075434070070556830e-01,5.175226085851496877e-02,2.025529122818174946e-02,4.138202924639911018e-02,8.517447474330542764e-03,1.379671031128602496e-02,1.026454633542867451e-01,2.794958766834662045e-01,6.962728037224868993e-02,6.543688170207481725e-02,8.051929266692746390e-02,9.848365887514451411e-02,1.081160934716473704e-01,2.905939009275659846e-01,1.550601109174300218e-01,5.036930053988920852e-02,2.684973994008260298e-02,5.224203133557880907e-02,2.754302127066013406e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.203836492463889990e-02,7.533263607112722360e-02,2.511954151195946450e-01,2.866844324206088146e-01,1.268976085616168870e-01,2.346405872558528227e-02,0.000000000000000000e+00,1.912182537879764110e-02,0.000000000000000000e+00,4.698036575077325222e-02,1.570007320146333540e-01,1.079985252422561021e-01,1.935402000414195578e-01,6.698910434315157036e-02,1.139434438857970210e-02,3.651430418314983127e-03,1.863781434990233535e-02,1.165580924138523017e-01,2.290049086968248271e-01,2.740600086937490798e-01,2.351862609291173745e-01,3.554835801107404658e-02,6.916772370706189554e-03,4.224538748749293721e-02,1.175967614729436644e-01,1.085884303308207316e-01,5.913230451153862754e-02,1.447535700589721031e-01,8.398531949722748413e-02,3.651430418314983127e-03,0.000000000000000000e+00,1.230317623205267642e-02
7.958808021606048055e-02,3.958048428427553278e-02,1.297408650662523755e-01,5.798430383982334374e-02,8.953373245913867629e-02,3.853507490856684925e-02,2.045963297244134116e-02,7.163769733997845529e-03,0.000000000000000000e+00,4.033806455801495355e-02,1.420683419707044828e-02,6.158527725946685155e-02,1.510563019020275954e-01,2.495682086492811425e-01,5.168455703633579451e-02,1.688382663312846393e-02,0.000000000000000000e+00,2.992506949495824225e-03,5.698536675460108558e-02,3.317232303146262773e-02,2.784782269859441620e-02,7.363498383452679596e-02,4.180654237106740806e-02,1.071553497999715443e-01,1.560832792790963763e-01,3.690137621499130910e-02,4.537985360643254779e-02,1.149957298227345798e-01,9.046215739188186167e-02,4.632242753599018215e-02,3.465118871559404179e-02,8.940506613873998309e-02,5.410756042759997872e-03,1.994428486742438195e-02,8.556676568518738202e-02,9.735033679421667419e-02,1.265719375328807905e-01,1.240982988670199932e-01,1.608475688887253952e-01,1.833684554777847975e-01,1.467942658590662142e-01,1.558358509360691369e-01,6.528267877891916204e-02,1.444786840247085369e-01,6.000200451593062922e-02,1.337793200943617200e-01,4.578117915500070495e-02,2.795540208845587876e-02,9.186108012462900624e-03,1.537692824905843685e-02,1.976724823130204256e-01,2.366460014991401406e-01,2.414789764287481322e-01,9.806166417647090017e-02,3.374870435659910878e-02,3.135757314779517857e-02,4.697368884474258793e-02,2.222991873811327665e-02,8.825339152841193968e-02,6.978557462746259876e-02,1.062591451776956769e-01,1.249949243771757840e-01,5.858274371964537763e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.661543969068674131e-02,2.037720790194818832e-01,3.516911184848061644e-01,2.230972982622026757e-01,5.830139808203919222e-02,1.760567173485014236e-02,2.494873131032537480e-02,5.204547287090067337e-02,2.493265473657149678e-01,2.079823548082739559e-01,1.752657906653393438e-01,4.041250350486309817e-02,0.000000000000000000e+00,1.051401095269495663e-02,7.719186700998301350e-03
2.377232173074206659e-02,4.350942857485937815e-02,1.014022190876416318e-01,1.744864704610766259e-01,6.463956530530506894e-02,2.292711732277590009e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.511534602828333768e-02,0.000000000000000000e+00,9.121806637148595701e-03,9.403061174294351232e-02,2.449035605711132602e-01,1.316172213166113547e-01,3.131489229650450540e-02,4.319970817278845528e-03,0.000000000000000000e+00,5.681310549774684637e-02,9.543127232352264372e-03,3.323852000919534817e-03,4.554677824702910854e-02,5.391511020591096409e-02,1.693987002790184049e-01,1.257686634005542869e-01,4.680835000545688351e-02,4.652750965125191339e-03,1.020270840669510876e-01,5.772882418289202594e-02,6.267846656513836878e-02,3.372885070474147123e-02,3.245675486732000486e-02,0.000000000000000000e+00,3.881508796773058129e-02,1.494365800770442454e-01,1.724028561122326608e-01,2.551024366801355955e-02,4.716490182206940773e-03,6.305930262033079825e-02,1.143980003717346705e-01,1.812868885772543903e-01,2.453124018785298177e-01,1.296417485122504654e-01,5.714370897421308659e-02,1.277426416088228017e-02,4.883733937285739124e-02,1.855521150222776833e-02,2.221016960019293537e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.243070241248605878e-01,2.900681201878664295e-01,7.681401444801204403e-02,4.012885267254023142e-02,1.429642773917666997e-02,1.727988363760554411e-03,0.000000000000000000e+00,1.003987628951995975e-02,3.324239947360870667e-02,9.843159880698541808e-02,2.759945081312273896e-01,6.344733749930547839e-02,1.570846876988329227e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.785006195021862641e-01,4.372770033152556524e-01,8.393583263039883224e-02,2.359112480093079889e-02,3.115175285853521384e-03,1.026663555375888735e-02,4.503557626877281034e-02,9.498178802532569742e-02,2.343084720494668094e-01,2.669427625283599670e-01,5.255471528218752866e-03,2.732189459062726953e-03,3.301316985133148554e-03,0.000000000000000000e+00
6.793765847940291813e-02,7.225069451093579787e-02,4.357746558611266807e-02,8.891330520330831266e-02,4.851956361765983466e-02,1.157489796945808669e-01,2.195617705295807229e-02,3.048364599093485866e-02,2.606825737311673288e-02,2.490907805868339958e-02,3.028869455372283984e-02,6.185061881347172358e-02,1.390886668389685887e-01,2.308125989724733873e-01,5.779893049981372349e-02,2.399602005429443338e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.114109443360830010e-02,1.183750997483085619e-02,5.142686501174092983e-02,5.983755877844746524e-02,6.551180844791286428e-02,1.846104026877748994e-01,8.746642408141386271e-02,5.102298126967828168e-02,5.541331270058422881e-02,1.347270573080755485e-01,1.634802370725984000e-01,1.818935790587113827e-02,9.963373383813015072e-02,3.907720046655756285e-02,0.000000000000000000e+00,3.808297882585934876e-03,2.575268885097035595e-02,1.713558005466289669e-01,7.640204144869078284e-02,1.339507750255022889e-01,7.113721753311097462e-02,3.131361182621640871e-01,1.619665436339357278e-01,8.042928635709818697e-02,4.682072383962576634e-02,7.866529840671725171e-02,1.045734691954988554e-01,1.358100660614947053e-01,8.996688325446103307e-02,1.203212627184691019e-02,0.000000000000000000e+00,1.361499855364238162e-02,6.887261487805243498e-02,1.654896195539014014e-01,2.156536198085122202e-01,1.551764234949777610e-01,5.636517249210613867e-02,1.723161582608210077e-02,1.391187241635171400e-02,5.551500399491191007e-03,7.892929642867058115e-02,1.286735984329677174e-01,1.295396828793152211e-01,8.400849633379506298e-02,1.255882644032916551e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.569814126062173409e-02,1.689222666878107126e-01,2.699080767783005874e-01,2.487506993200861161e-01,1.568298023400694075e-01,3.718464708713106054e-02,2.026397844386475244e-02,5.680361291215283576e-02,2.182148202529385905e-01,2.949554431838987689e-01,1.539031886527035264e-01,5.407612129554877078e-02,0.000000000000000000e+00,5.791243131284752772e-03,7.851007071319259650e-03,1.128519507969278496e-02
